NAME                                                                                      ,ADDRESSSTREETNAME       ,ADDRESSPOSTALCODE ,LONGITUDE        ,LATITUDE
Market Street Hawker Centre                                                               ,Market Street           ,            48940 ,103.850164578087 ,1.2844248503218
Marsiling Mall Hawker Centre                                                              ,Woodlands Street 12     ,           738623 ,103.779784899996 ,1.43353885680037
Margaret Drive Hawker Centre                                                              ,Margaret Drive          ,           142038 ,103.804715225285 ,1.29748567106686
Fernvale Hawker Centre & Market                                                           ,Sengkang West Avenue    ,           797650 ,103.877060478847 ,1.39159232727757
One Punggol Hawker Centre                                                                 ,Punggol Drive           ,           828629 ,103.904805657576 ,1.40818996870647
Bukit Canberra Hawker Centre                                                              ,Canberra Link           ,           756973 ,103.822484958307 ,1.44901674160031
Senja Hawker Centre                                                                       ,Senja Close             ,           677632 ,103.761017756804 ,1.38713573069818
Bedok North Street 3 Blk 538                                                              ,Bedok North Street 3    ,           460538 ,103.924844235398 ,1.33178125123252
Bedok North Street 4 Blk 85 (85 Fengshan Centre)                                          ,Bedok North Street 4    ,           460085 ,103.938732580554 ,1.33198706861747
Adam Road Food Centre                                                                     ,Adam Road               ,           289876 ,103.814165010384 ,1.32413422253318
Aljunied Ave 2 Blk 117 (Blk 117 Aljunied Market and Food Centre)                          ,Aljunied Ave 2          ,           380117 ,103.88701902611  ,1.32064829234987
Amoy Street Food Centre (Telok Ayer Food Centre)                                          ,Telok Ayer Street       ,            69111 ,103.846606784092 ,1.27921844263269
Ang Mo Kio Ave 1 Blk 226D (Kebun Baru Market and Food Centre)                             ,Ang Mo Kio Ave 1        ,           564226 ,103.839231344066 ,1.36678764523637
Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court)                                                ,Ang Mo Kio Ave 1        ,           560341 ,103.848254220438 ,1.36410517096399
Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square)                                              ,Ang Mo Kio Ave 10       ,           560409 ,103.855369790045 ,1.36276891777383
Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre)                            ,Ang Mo Kio Ave 10       ,           561453 ,103.856351437414 ,1.36824049310006
Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre)                       ,Ang Mo Kio Ave 10       ,           560527 ,103.854482811591 ,1.37276992816898
Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market)                                           ,Ang Mo Kio Ave 4        ,           560160 ,103.839214290038 ,1.37448912101909
Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market)                                          ,Ang Mo Kio Ave 4        ,           560628 ,103.840682307297 ,1.38102486670548
Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market)                                      ,Ang Mo Kio Ave 6        ,           560724 ,103.846519219268 ,1.37219743270045
Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre)                                    ,Ang Mo Kio Street 22    ,           568226 ,103.839953165936 ,1.36723014879667
Bedok Food Centre                                                                         ,Bedok Road              ,           469572 ,103.955474150677 ,1.32035600765426
Bedok North Street 1 Blk 216                                                              ,Bedok North Street 1    ,           460216 ,103.933221544751 ,1.32706240888967
Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre)                      ,Bedok North Street 3    ,           460511 ,103.930602144469 ,1.33324627868937
Bedok Reservoir Road Blk 630                                                              ,Bedok Reservoir Road    ,           470630 ,103.91405388831  ,1.33315924777343
Bedok South Road Blk 16                                                                   ,Bedok South Road        ,           460016 ,103.93553909635  ,1.32055216480957
Bendemeer Road Blk 29 (Bendemeer Market and Food Centre)                                  ,Bendemeer Road          ,           330029 ,103.863021377531 ,1.31921699786807
Beo Crescent Market                                                                       ,Beo Crescent            ,           169982 ,103.827358017197 ,1.28882210205212
Berseh Food Centre                                                                        ,Jalan Besar             ,           208877 ,103.856853966617 ,1.30733651651517
Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village)                        ,Boon Lay Place          ,           641221 ,103.712799765872 ,1.3452231627967
Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market)                                       ,Buffalo Road            ,           210665 ,103.850530969624 ,1.30620584090733
Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre)                             ,Bukit Merah Central     ,           150163 ,103.816992390295 ,1.28369258928085
Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre)                                ,Bukit Merah Lane 1      ,           150120 ,103.804489277779 ,1.28629777221659
Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre)                ,Bukit Merah View        ,           151115 ,103.822049361292 ,1.28550478314618
Bukit Panjang Hawker Centre                                                               ,Bukit Panjang Ring Road ,           679947 ,103.772489583206 ,1.37760053528611
Bukit Timah Market                                                                        ,Upper Bukit Timah Road  ,           588215 ,103.775995008012 ,1.33937596351523
Cambridge Road Blk 41A (Pek Kio Market and Food Centre)                                   ,Cambridge Road          ,           211041 ,103.850225081031 ,1.31615991374589
Changi Village Blk 2 and 3                                                                ,Changi Village Road     ,           500002 ,103.988245749103 ,1.38915172065006
Chomp Chomp Food Centre                                                                   ,Kensington Park Road    ,           557269 ,103.866536130299 ,1.36422852315868
Ci Yuan Hawker Centre                                                                     ,Hougang Avenue 9        ,           538776 ,103.882977999397 ,1.37542896666561
Circuit Road Blk 79/79A                                                                   ,Circuit Road            ,           370079 ,103.885043500019 ,1.32644992167231
Circuit Road Blk 80 (80 Circuit Road Market and Food Centre)                              ,Circuit Road            ,           370080 ,103.887128535137 ,1.32784956142548
Circuit Road Blk 89                                                                       ,Circuit Road            ,           370089 ,103.885449224256 ,1.32344525333847
Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre)                         ,Clementi Ave 2          ,           120353 ,103.770836740843 ,1.31436772839327
Clementi Ave 3 Blk 448                                                                    ,Clementi Ave 3          ,           120448 ,103.764510533078 ,1.31326486994113
Clementi West Street 2 Blk 726                                                            ,Clementi West Street 2  ,           120726 ,103.764264410293 ,1.3037819726711
Commonwealth Crescent Market                                                              ,Commonwealth Crescent   ,           149644 ,103.800362825517 ,1.3068922760844
Commonwealth Drive Blk 1A/2A/3A (Tanglin Halt Food Centre/Commonwealth Drive Food Centre) ,Commonwealth Drive      ,           141001 ,103.797875477439 ,1.29971330531884
Dunman Food Centre                                                                        ,Onan Road               ,           424768 ,103.90182514721  ,1.30941418731185
East Coast Lagoon Food Village                                                            ,East Coast Parkway      ,           468960 ,103.935016747249 ,1.30668431820832
Empress Road Blk 7 (Empress Road Market and Food Centre)                                  ,Empress Road            ,           260007 ,103.805636386821 ,1.31624573118373
Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre)                        ,Geylang Bahru           ,           330069 ,103.870004415152 ,1.32146226027018
Geylang Serai Market                                                                      ,Geylang Serai           ,           402001 ,103.898224315881 ,1.3167281476983
Ghim Moh Road Blk 20                                                                      ,Ghim Moh Road           ,           270020 ,103.788230657145 ,1.31099627311591
Golden Mile Food Centre                                                                   ,Beach Road              ,           199583 ,103.863883249985 ,1.30287548090781
Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre)                             ,Haig Road               ,           430013 ,103.895609494855 ,1.3151420505272
Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre)                                ,Havelock Road           ,           161022 ,103.829626834637 ,1.28797543998733
Hawker Centre @ Our Tampines Hub                                                          ,Tampines Walk           ,           528523 ,103.939726160039 ,1.35386211773287
Shunfu Road Blk 320 (Shunfu Mart)                                                         ,Shunfu Road             ,           570320 ,103.837031803823 ,1.35200744198417
Sims Place Blk 49 (Sims Vista Market and Food Centre)                                     ,Sims Place              ,           380049 ,103.879417030673 ,1.31708335109103
Smith Street Blk 335 (Chinatown Complex Market)                                           ,Smith Street            ,            50335 ,103.843177616296 ,1.28223514826381
Taman Jurong Market and Food Centre                                                       ,Yung Sheng Road         ,           618499 ,103.721519868629 ,1.33458935951076
Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)                        ,Tampines Street 11      ,           521137 ,103.944624481151 ,1.3456395210229
Tanglin Halt Market                                                                       ,Tanglin Halt Road       ,           148813 ,103.797625756738 ,1.30078931480841
Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre)              ,Tanjong Pagar Plaza     ,            81006 ,103.843166992138 ,1.27661461066321
Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre)                         ,Teban Gardens Road      ,           601037 ,103.742891623681 ,1.32084835041654
Telok Blangah Crescent Blk 11 (11 Telok Blangah Crescent Market and Food Centre)          ,Telok Blangah Crescent  ,            90011 ,103.818641695106 ,1.27736683810318
Eunos Crescent Blk 4A                                                                     ,Eunos Crescent          ,           402004 ,103.904260878989 ,1.32033178221424
Telok Blangah Drive Blk 79 (Telok Blangah Food Centre)                                    ,Telok Blangah Drive     ,           100079 ,103.807626838954 ,1.27336828250285
Zion Riverside Food Centre                                                                ,Zion Road               ,           247792 ,103.831189303546 ,1.29234216757957
Holland Drive Blk 44 (Holland Drive Market and Food Centre)                               ,Holland Drive           ,           270044 ,103.792773765463 ,1.30811775909823
Holland Village Market and Food Centre                                                    ,Lorong Mambong          ,           277700 ,103.794862936127 ,1.31090802808558
Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre)                              ,Hougang Ave 1           ,           530105 ,103.890081064953 ,1.35383739101169
Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre)                          ,Hougang Street 21       ,           530209 ,103.885977616903 ,1.35911942212642
Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market)                                ,Jalan Batu              ,           432004 ,103.88394058022  ,1.30241881353449
Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre)              ,Jalan Bukit Merah       ,           160112 ,103.826013285715 ,1.28000481198881
Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre)                               ,Jalan Bukit Merah       ,           150006 ,103.808127999318 ,1.28695275198944
Jalan Kukoh Blk 1 (Kukoh 21 Food Centre)                                                  ,Jalan Kukoh             ,           161001 ,103.839945947186 ,1.28823055540002
Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre)                                ,Jurong East Ave 1       ,           600347 ,103.731579747132 ,1.34531247026793
Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre)                      ,Jurong East Street 24   ,           600254 ,103.737781231485 ,1.34344213770991
Jurong West Street 52 Blk 505                                                             ,Jurong West Street 52   ,           640505 ,103.71844754363  ,1.34964224318434
Kallang Estate Fresh Market and Food Centre                                               ,Old Airport Road        ,           397972 ,103.884130183315 ,1.30739616009942
Redhill Lane Blk 85 (Redhill Food Centre)                                                 ,Redhill Lane            ,           150085 ,103.818338919994 ,1.28733076703987
Kampung Admiralty Hawker Centre                                                           ,Woodlands Drive 71      ,           730676 ,103.800696448529 ,1.43993283228134
Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre)            ,Marine Parade Central   ,           440084 ,103.906338526157 ,1.30228513841822
Marine Terrace Blk 50A (50A Marine Terrace)                                               ,Marine Terrace          ,           441050 ,103.915761950557 ,1.30577514781108
Marsiling Lane Blk 20/21                                                                  ,Marsiling Lane          ,           730020 ,103.777203165702 ,1.44388181695611
Maxwell Food Centre (Kim Hua Market)                                                      ,Kadayanallur Street     ,            69184 ,103.844827863123 ,1.28011223513205
Mei Chin Road Blk 159 (Mei Chin Road Market)                                              ,Mei Chin Road           ,           140159 ,103.802903901116 ,1.29323622090658
New Market Road Blk 32 (People's Park Food Centre)                                        ,New Market Road         ,            50032 ,103.842578750107 ,1.28499102169498
New Upper Changi Road Blk 208B                                                            ,New Upper Changi Road   ,           462208 ,103.93056047823  ,1.32473884451035
New Upper Changi Road Blk 58                                                              ,New Upper Changi Road   ,           461058 ,103.941132372619 ,1.32418782817919
Newton Food Centre                                                                        ,Clemenceau Ave North    ,           229495 ,103.839562687644 ,1.31189235691653
North Bridge Road Market                                                                  ,North Bridge Road       ,           198783 ,103.863891012338 ,1.30576537802761
Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall)               ,Old Airport Road        ,           390051 ,103.885833217727 ,1.30825156309798
Pasir Panjang Food Centre                                                                 ,Pasir Panjang Road      ,           118543 ,103.791402660553 ,1.27590752450201
Pasir Ris Central Hawker Centre                                                           ,Pasir Ris Central       ,           519641 ,103.951543034782 ,1.37343413973246
Queen Street Blk 270 (Albert Centre)                                                      ,Queen Street            ,           180270 ,103.854211645499 ,1.30100146521405
Redhill Lane Blk 79 (Redhill Market)                                                      ,Redhill Lane            ,           150079 ,103.818402623449 ,1.2878581025663
Sembawang Hills Food Centre (Jalan Leban Food Centre)                                     ,Upper Thomson Road      ,           574419 ,103.828994204342 ,1.37238494002145
Serangoon Garden Market                                                                   ,Serangoon Garden Way    ,           555945 ,103.866737484646 ,1.3631571201113
Telok Blangah Drive Blk 82 (Telok Blangah Market)                                         ,Telok Blangah Drive     ,           100082 ,103.807943567416 ,1.27391379857001
Telok Blangah Rise Blk 36 (Telok Blangah Rise Market)                                     ,Telok Blangah Rise      ,            90036 ,103.82211725658  ,1.27271579716508
Tiong Bahru Market                                                                        ,Seng Poh Road           ,           168898 ,103.832348785334 ,1.28508825756819
Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court)                         ,Lorong 1 Toa Payoh      ,           310127 ,103.84473162196  ,1.33809268551386
Toa Payoh Lorong 4 Blk 74 (Toa Payoh Vista Market)                                        ,Lorong 4 Toa Payoh      ,           310074 ,103.851999137527 ,1.33454816495637
Toa Payoh Lorong 4 Blk 93                                                                 ,Lorong 4 Toa Payoh      ,           310093 ,103.849513484035 ,1.3384747524617
Toa Payoh Lorong 5 Blk 75                                                                 ,Lorong 5 Toa Payoh      ,           310075 ,103.852941556275 ,1.33603882157063
Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre)                          ,Lorong 7 Toa Payoh      ,           310022 ,103.857036007166 ,1.33523145909678
Toa Payoh Lorong 8 Blk 210                                                                ,Lorong 8 Toa Payoh      ,           310210 ,103.854395279214 ,1.3402608349586
Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre)               ,Upper Boon Keng Road    ,           380017 ,103.871620273635 ,1.31502804429519
Upper Cross Street Blk 531A (Hong Lim Food Centre and Market)                             ,Upper Cross Street      ,            51531 ,103.845818885585 ,1.28524640047048
West Coast Drive Blk 502 (Ayer Rajah Market)                                              ,West Coast Drive        ,           120502 ,103.759166093858 ,1.31188972115897
West Coast Drive Blk 503 (Ayer Rajah Food Centre)                                         ,West Coast Drive        ,           120503 ,103.759751321019 ,1.31180301004196
Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre)                      ,Whampoa Drive           ,           320090 ,103.855137696535 ,1.32294306204189
Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market)                        ,Whampoa Drive           ,           320091 ,103.85406806286  ,1.32342175143826
Yishun Park Hawker Centre                                                                 ,Yishun Avenue 11        ,           768867 ,103.844747581861 ,1.42501763803265
Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre)                          ,Yishun Ring Road        ,           760104 ,103.828537609942 ,1.43144768831222
